InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Revenue,CustomerID,Country
544097,2011-02-16 09:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,12455,Cyprus
544100,2011-02-16 10:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15002,United Kingdom
544106,2011-02-16 10:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14530,United Kingdom
544153,2011-02-16 12:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,15356,United Kingdom
544158,2011-02-16 12:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14944,United Kingdom
544160,2011-02-16 12:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,16494,United Kingdom
544160,2011-02-16 12:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16494,United Kingdom
544165,2011-02-16 13:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14210,United Kingdom
544167,2011-02-16 13:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,14755,United Kingdom
544168,2011-02-16 13:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,96,2.55,244.8,13798,United Kingdom
544176,2011-02-16 14:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18219,United Kingdom
544177,2011-02-16 14:27:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13001,United Kingdom
544199,2011-02-17 10:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.55,30.6,13777,United Kingdom
544210,2011-02-17 11:01:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14911,EIRE
544286,2011-02-17 12:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7,2.95,20.65,13151,United Kingdom
544294,2011-02-17 12:42:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15601,United Kingdom
544303,2011-02-17 13:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,18116,United Kingdom
544319,2011-02-17 15:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14379,United Kingdom
544322,2011-02-17 15:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14211,United Kingdom
544337,2011-02-18 08:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13425,United Kingdom
544447,2011-02-20 11:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16466,United Kingdom
544465,2011-02-20 15:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,16,2.95,47.2,13168,United Kingdom
544586,2011-02-21 15:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,17338,United Kingdom
544597,2011-02-21 17:42:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16014,United Kingdom
544657,2011-02-22 13:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14895,United Kingdom
544661,2011-02-22 13:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15303,United Kingdom
544666,2011-02-22 15:00:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16907,United Kingdom
544667,2011-02-22 15:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,17511,United Kingdom
544668,2011-02-22 15:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16573,United Kingdom
544677,2011-02-22 16:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,18196,United Kingdom
544690,2011-02-23 08:48:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14156,EIRE
544790,2011-02-23 12:27:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16940,United Kingdom
544792,2011-02-23 12:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,18172,United Kingdom
544796,2011-02-23 13:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,8,2.95,23.6,16208,United Kingdom
544810,2011-02-23 15:53:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17675,United Kingdom
544813,2011-02-23 16:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,15984,United Kingdom
544813,2011-02-23 16:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,15984,United Kingdom
544824,2011-02-24 09:32:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17139,United Kingdom
544836,2011-02-24 10:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,17613,United Kingdom
544903,2011-02-24 13:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18065,United Kingdom
544907,2011-02-24 14:15:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,12945,United Kingdom
544915,2011-02-24 15:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.55,30.6,13777,United Kingdom
544926,2011-02-24 17:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13468,United Kingdom
544931,2011-02-24 18:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,36,2.55,91.8,13501,Switzerland
544968,2011-02-25 11:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,13458,United Kingdom
545015,2011-02-25 13:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13742,United Kingdom
545021,2011-02-25 14:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17663,United Kingdom
545037,2011-02-27 10:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14532,United Kingdom
545043,2011-02-27 11:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16407,United Kingdom
545045,2011-02-27 11:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15708,United Kingdom
545048,2011-02-27 11:48:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14810,United Kingdom
545054,2011-02-27 12:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14472,United Kingdom
545067,2011-02-27 14:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17894,United Kingdom
545076,2011-02-28 09:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15235,United Kingdom
545079,2011-02-28 10:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,18283,United Kingdom
545085,2011-02-28 11:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,15039,United Kingdom
545085,2011-02-28 11:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15039,United Kingdom
545148,2011-02-28 12:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13675,United Kingdom
545157,2011-02-28 13:27:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14239,United Kingdom
545164,2011-02-28 13:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16458,United Kingdom
545226,2011-03-01 09:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,12428,Finland
545232,2011-03-01 10:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15676,United Kingdom
545234,2011-03-01 10:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,18075,United Kingdom
545308,2011-03-01 13:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14656,United Kingdom
545309,2011-03-01 13:40:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13884,United Kingdom
545313,2011-03-01 13:55:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15953,United Kingdom
545324,2011-03-01 14:58:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,13110,United Kingdom
545410,2011-03-02 12:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16670,United Kingdom
545425,2011-03-02 14:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16792,United Kingdom
545430,2011-03-02 14:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,15636,United Kingdom
545445,2011-03-02 16:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17738,United Kingdom
545503,2011-03-03 11:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15719,United Kingdom
545534,2011-03-03 14:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17652,United Kingdom
545543,2011-03-03 14:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13476,United Kingdom
545559,2011-03-03 15:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15005,United Kingdom
545571,2011-03-03 16:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17700,United Kingdom
545578,2011-03-03 19:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13715,United Kingdom
545588,2011-03-04 10:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13382,United Kingdom
545649,2011-03-04 13:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14995,United Kingdom
545655,2011-03-04 13:58:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14670,United Kingdom
545657,2011-03-04 14:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14911,EIRE
545658,2011-03-04 14:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14670,United Kingdom
545660,2011-03-04 14:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,11,2.95,32.45,17191,United Kingdom
545681,2011-03-06 11:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,16923,United Kingdom
545683,2011-03-06 11:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,14903,United Kingdom
545685,2011-03-06 11:55:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14499,United Kingdom
545690,2011-03-06 12:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,13263,United Kingdom
545691,2011-03-06 12:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,14161,United Kingdom
545696,2011-03-06 14:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,15696,United Kingdom
545697,2011-03-06 14:38:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14504,United Kingdom
545701,2011-03-06 15:17:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,17107,United Kingdom
545702,2011-03-06 15:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7,2.95,20.65,14247,United Kingdom
545764,2011-03-07 12:00:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13408,United Kingdom
545853,2011-03-07 13:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,16517,United Kingdom
545854,2011-03-07 13:51:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14817,United Kingdom
545905,2011-03-08 08:53:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15234,United Kingdom
545914,2011-03-08 11:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13340,United Kingdom
545993,2011-03-08 13:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,81,2.55,206.55,13777,United Kingdom
546015,2011-03-08 16:48:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14336,United Kingdom
546017,2011-03-08 17:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,11,2.95,32.45,14507,United Kingdom
546027,2011-03-09 08:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,12759,Netherlands
546028,2011-03-09 08:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,24,2.95,70.80000000000001,17049,United Kingdom
546062,2011-03-09 10:51:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16221,United Kingdom
546096,2011-03-09 11:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15502,United Kingdom
546100,2011-03-09 12:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16572,United Kingdom
546111,2011-03-09 12:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14165,United Kingdom
546113,2011-03-09 13:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,14344,United Kingdom
546115,2011-03-09 13:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,15379,United Kingdom
546117,2011-03-09 13:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16771,United Kingdom
546163,2011-03-10 10:03:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17377,United Kingdom
546237,2011-03-10 12:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16625,United Kingdom
546239,2011-03-10 12:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14064,United Kingdom
546248,2011-03-10 13:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16477,United Kingdom
546250,2011-03-10 14:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14350,United Kingdom
546252,2011-03-10 14:42:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14930,Channel Islands
546255,2011-03-10 14:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13468,United Kingdom
546261,2011-03-10 15:01:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,17841,United Kingdom
546318,2011-03-11 09:20:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,100,2.55,255.0,16013,United Kingdom
546321,2011-03-11 09:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16475,United Kingdom
546382,2011-03-11 12:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,18149,United Kingdom
546392,2011-03-11 14:15:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,14587,United Kingdom
546399,2011-03-11 14:58:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14352,United Kingdom
546423,2011-03-13 12:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14502,United Kingdom
546426,2011-03-13 13:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13708,United Kingdom
546440,2011-03-14 10:31:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16871,United Kingdom
546466,2011-03-14 11:04:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7,2.95,20.65,18118,United Kingdom
546549,2011-03-14 16:46:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17799,United Kingdom
546554,2011-03-15 09:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,16037,United Kingdom
546555,2011-03-15 09:22:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17675,United Kingdom
546562,2011-03-15 10:45:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16293,United Kingdom
546580,2011-03-15 11:09:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,14911,EIRE
546633,2011-03-15 12:06:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,16168,United Kingdom
546640,2011-03-15 12:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14092,United Kingdom
546646,2011-03-15 13:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13716,United Kingdom
546662,2011-03-15 14:36:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16782,United Kingdom
546689,2011-03-16 10:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,16985,United Kingdom
546691,2011-03-16 10:45:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,15793,United Kingdom
546731,2011-03-16 11:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13089,United Kingdom
546732,2011-03-16 11:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,14606,United Kingdom
546753,2011-03-16 13:00:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16383,United Kingdom
546776,2011-03-16 16:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17460,United Kingdom
546784,2011-03-17 09:49:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18189,United Kingdom
546787,2011-03-17 10:01:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,14035,United Kingdom
546837,2011-03-17 12:37:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13650,United Kingdom
546849,2011-03-17 13:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13623,United Kingdom
546857,2011-03-17 14:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,12937,United Kingdom
546866,2011-03-17 15:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,14462,United Kingdom
546913,2011-03-17 20:18:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,15861,United Kingdom
546922,2011-03-18 09:59:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14110,United Kingdom
546928,2011-03-18 10:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17685,United Kingdom
546986,2011-03-18 12:55:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14194,United Kingdom
546993,2011-03-18 13:19:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,17921,United Kingdom
546999,2011-03-18 13:47:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,17133,United Kingdom
547028,2011-03-20 10:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,13593,United Kingdom
547049,2011-03-20 11:56:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17134,United Kingdom
547052,2011-03-20 12:07:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,18225,United Kingdom
547055,2011-03-20 12:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16444,United Kingdom
547059,2011-03-20 12:50:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,14693,United Kingdom
547063,2011-03-20 13:33:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10,2.95,29.5,14769,United Kingdom
547073,2011-03-20 14:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17211,United Kingdom
547079,2011-03-20 15:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,15408,United Kingdom
547083,2011-03-20 15:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15452,United Kingdom
547083,2011-03-20 15:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,15452,United Kingdom
547099,2011-03-21 10:30:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18224,United Kingdom
547209,2011-03-21 14:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13081,United Kingdom
547247,2011-03-22 09:01:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,18225,United Kingdom
547252,2011-03-22 10:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13900,United Kingdom
547253,2011-03-22 10:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13869,United Kingdom
547334,2011-03-22 11:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15044,United Kingdom
547349,2011-03-22 12:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15132,United Kingdom
547357,2011-03-22 12:15:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17613,United Kingdom
547358,2011-03-22 12:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,15998,United Kingdom
547365,2011-03-22 12:36:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,12775,Netherlands
547413,2011-03-23 09:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13475,United Kingdom
547418,2011-03-23 10:25:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13148,United Kingdom
547485,2011-03-23 11:16:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,17019,United Kingdom
547489,2011-03-23 11:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17830,United Kingdom
547491,2011-03-23 12:05:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17096,United Kingdom
547496,2011-03-23 12:13:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,18075,United Kingdom
547498,2011-03-23 12:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,15021,United Kingdom
547500,2011-03-23 12:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,13408,United Kingdom
547556,2011-03-23 16:45:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,17250,United Kingdom
547580,2011-03-24 10:48:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,13488,United Kingdom
547644,2011-03-24 11:38:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14267,United Kingdom
547649,2011-03-24 12:02:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18118,United Kingdom
547651,2011-03-24 12:11:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,4,2.95,11.8,16904,United Kingdom
547655,2011-03-24 12:52:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14267,United Kingdom
547656,2011-03-24 12:53:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,13263,United Kingdom
547670,2011-03-24 13:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,16769,United Kingdom
547670,2011-03-24 13:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16769,United Kingdom
547670,2011-03-24 13:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16769,United Kingdom
547709,2011-03-24 18:43:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,18109,United Kingdom
547713,2011-03-25 08:41:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16458,United Kingdom
547721,2011-03-25 10:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13000,United Kingdom
547786,2011-03-25 11:44:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,14587,United Kingdom
547829,2011-03-25 15:24:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16081,United Kingdom
547833,2011-03-25 17:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,16780,United Kingdom
547837,2011-03-27 10:26:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7,2.95,20.65,17243,United Kingdom
547839,2011-03-27 10:54:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,12916,United Kingdom
547842,2011-03-27 11:14:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13875,United Kingdom
547860,2011-03-27 12:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,17625,United Kingdom
547864,2011-03-27 13:10:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15716,United Kingdom
547871,2011-03-27 14:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3,2.95,8.850000000000001,16931,United Kingdom
547872,2011-03-27 14:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16777,United Kingdom
547874,2011-03-27 15:39:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,5,2.95,14.75,14476,United Kingdom
547881,2011-03-27 16:08:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13110,United Kingdom
547886,2011-03-28 09:21:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13652,United Kingdom
547896,2011-03-28 11:34:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2.95,2.95,17841,United Kingdom
547910,2011-03-28 12:23:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,14159,United Kingdom
547921,2011-03-28 13:28:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,14766,United Kingdom
547942,2011-03-28 14:57:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,18,2.95,53.1,14538,United Kingdom
547990,2011-03-29 09:53:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,15589,United Kingdom
548007,2011-03-29 10:51:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,13769,United Kingdom
548012,2011-03-29 11:15:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12,2.95,35.40000000000001,17377,United Kingdom
548144,2011-03-29 12:29:00,85123A,CREAM HANGING HEART T-LIGHT HOLDER,64,2.55,163.2,13798,United Kingdom
